municipio;uf;area
RIO DOS ÍNDIOS;RS;235,854
RIO GRANDE;RS;2709,391
RIO PARDO;RS;2051,112
RIOZINHO;RS;239,562
ROCA SALES;RS;208,108
RODEIO BONITO;RS;83,278
ROLADOR;RS;295,326
ROLANTE;RS;296,09
RONDA ALTA;RS;418,675
RONDINHA;RS;252,454
ROQUE GONZALES;RS;349,074
ROSÁRIO DO SUL;RS;4343,656
SAGRADA FAMÍLIA;RS;77,889
SALDANHA MARINHO;RS;221,554
SALTO DO JACUÍ;RS;507,698
SALVADOR DAS MISSÕES;RS;94,312
SALVADOR DO SUL;RS;99,046
SANANDUVA;RS;504,438
SANTA BÁRBARA DO SUL;RS;975,799
SANTA CECÍLIA DO SUL;RS;200,056
SANTA CLARA DO SUL;RS;86,442
SANTA CRUZ DO SUL;RS;733,898
SANTA MARIA;RS;1780,194
SANTA MARIA DO HERVAL;RS;140,437
SANTA MARGARIDA DO SUL;RS;955,299
SANTANA DA BOA VISTA;RS;1420,616
SANT'ANA DO LIVRAMENTO;RS;6946,407
SANTA ROSA;RS;489,38
SANTA TEREZA;RS;74,054
SANTA VITÓRIA DO PALMAR;RS;5195,667
SANTIAGO;RS;2414,195
SANTO ÂNGELO;RS;679,34
SANTO ANTÔNIO DO PALMA;RS;126,094
SANTO ANTÔNIO DA PATRULHA;RS;1049,583
SANTO ANTÔNIO DAS MISSÕES;RS;1710,869
SANTO ANTÔNIO DO PLANALTO;RS;203,44
SANTO AUGUSTO;RS;467,775
SANTO CRISTO;RS;367,202
SANTO EXPEDITO DO SUL;RS;125,595
SÃO BORJA;RS;3616,69
SÃO DOMINGOS DO SUL;RS;78,67
SÃO FRANCISCO DE ASSIS;RS;2506,975
SÃO FRANCISCO DE PAULA;RS;3317,858
SÃO GABRIEL;RS;5053,46
SÃO JERÔNIMO;RS;935,596
SÃO JOÃO DA URTIGA;RS;171,029
SÃO JOÃO DO POLÊSINE;RS;78,32
SÃO JORGE;RS;125,62
SÃO JOSÉ DAS MISSÕES;RS;98,125
SÃO JOSÉ DO HERVAL;RS;103,094
SÃO JOSÉ DO HORTÊNCIO;RS;63,709
SÃO JOSÉ DO INHACORÁ;RS;77,732
SÃO JOSÉ DO NORTE;RS;1071,824
SÃO JOSÉ DO OURO;RS;335,287
SÃO JOSÉ DO SUL;RS;55,209
SÃO JOSÉ DOS AUSENTES;RS;1173,907
SÃO LEOPOLDO;RS;103,009
SÃO LOURENÇO DO SUL;RS;2036,125
SÃO LUIZ GONZAGA;RS;1295,522
SÃO MARCOS;RS;256,177
SÃO MARTINHO;RS;171,245
SÃO MARTINHO DA SERRA;RS;669,547
SÃO MIGUEL DAS MISSÕES;RS;1228,447
SÃO NICOLAU;RS;485,588
SÃO PAULO DAS MISSÕES;RS;223,942
SÃO PEDRO DA SERRA;RS;35,062
SÃO PEDRO DAS MISSÕES;RS;79,894
SÃO PEDRO DO BUTIÁ;RS;107,559
SÃO PEDRO DO SUL;RS;873,394
SÃO SEBASTIÃO DO CAÍ;RS;114,294
SÃO SEPÉ;RS;2204,779
SÃO VALENTIM;RS;154,45
SÃO VALENTIM DO SUL;RS;91,898
SÃO VALÉRIO DO SUL;RS;107,402
SÃO VENDELINO;RS;32,105
SÃO VICENTE DO SUL;RS;1174,822
SAPIRANGA;RS;136,473
SAPUCAIA DO SUL;RS;58,247
SARANDI;RS;351,717
SEBERI;RS;300,827
SEDE NOVA;RS;119,312
SEGREDO;RS;246,222
SELBACH;RS;176,471
SENADOR SALGADO FILHO;RS;147,068
SENTINELA DO SUL;RS;282,13
SERAFINA CORRÊA;RS;163,31
SÉRIO;RS;98,131
SERTÃO;RS;440,631
SERTÃO SANTANA;RS;252,013
SETE DE SETEMBRO;RS;129,238
SEVERIANO DE ALMEIDA;RS;167,598
SILVEIRA MARTINS;RS;119,285
SINIMBU;RS;510,233
SOBRADINHO;RS;128,379
SOLEDADE;RS;1215,056
TABAÍ;RS;94,754
TAPEJARA;RS;238,082
TAPERA;RS;179,935
TAPES;RS;805,452
TAQUARA;RS;453,328
TAQUARI;RS;349,967
TAQUARUÇU DO SUL;RS;76,917
TAVARES;RS;610,106
TENENTE PORTELA;RS;337,495
TERRA DE AREIA;RS;142,275
TEUTÔNIA;RS;177,795
TIO HUGO;RS;113,944
TIRADENTES DO SUL;RS;236,653
TOROPI;RS;198,316
TORRES;RS;161,624
TRAMANDAÍ;RS;142,878
TRAVESSEIRO;RS;80,681
TRÊS ARROIOS;RS;148,601
TRÊS CACHOEIRAS;RS;251,483
TRÊS COROAS;RS;165,285
TRÊS DE MAIO;RS;421,461
TRÊS FORQUILHAS;RS;217,386
TRÊS PALMEIRAS;RS;180,599
TRÊS PASSOS;RS;268,902
TRINDADE DO SUL;RS;268,417
TRIUNFO;RS;817,625
TUCUNDUVA;RS;181,198
TUNAS;RS;217,302
TUPANCI DO SUL;RS;135,243
TUPANCIRETÃ;RS;2253,234
TUPANDI;RS;59,447
TUPARENDI;RS;307,71
TURUÇU;RS;253,635
UBIRETAMA;RS;125,876
UNIÃO DA SERRA;RS;131,154
UNISTALDA;RS;602,387
URUGUAIANA;RS;5702,098
VACARIA;RS;2124,422
VALE VERDE;RS;329,727
VALE DO SOL;RS;328,272
VALE REAL;RS;45,085
VANINI;RS;64,905
VENÂNCIO AIRES;RS;772,588
VERA CRUZ;RS;309,621
VERANÓPOLIS;RS;289,464
VESPASIANO CORRÊA;RS;113,622
VIADUTOS;RS;268,072
VIAMÃO;RS;1496,506
VICENTE DUTRA;RS;193,025
VICTOR GRAEFF;RS;238,133
VILA FLORES;RS;107,652
VILA LÂNGARO;RS;151,695
VILA MARIA;RS;181,061
VILA NOVA DO SUL;RS;508,278
VISTA ALEGRE;RS;77,63
VISTA ALEGRE DO PRATA;RS;119,327
VISTA GAÚCHA;RS;90,022
VITÓRIA DAS MISSÕES;RS;258,312
WESTFÁLIA;RS;63,665
XANGRI-LÁ;RS;60,799
AMAJARI;RR;28473,45
ALTO ALEGRE;RR;25454,297
BOA VISTA;RR;5687,037
BONFIM;RR;8079,914
CANTÁ;RR;7664,831
CARACARAÍ;RR;47379,903
CAROEBE;RR;12065,896
IRACEMA;RR;14011,695
MUCAJAÍ;RR;12337,851
NORMANDIA;RR;6959,868
PACARAIMA;RR;8025,045
RORAINÓPOLIS;RR;33579,739
SÃO JOÃO DA BALIZA;RR;4284,505
SÃO LUIZ;RR;1526,898
UIRAMUTÃ;RR;8113,598
ALTA FLORESTA D'OESTE;RO;7067,127
ARIQUEMES;RO;4426,571
CABIXI;RO;1314,352
CACOAL;RO;3793
CEREJEIRAS;RO;2783,3
COLORADO DO OESTE;RO;1451,06
CORUMBIARA;RO;3060,321
COSTA MARQUES;RO;4987,177
GUAJARÁ-MIRIM;RO;24856,877
JARU;RO;2944,128
JI-PARANÁ;RO;6896,649
MACHADINHO D'OESTE;RO;8509,27
NOVA BRASILÂNDIA D'OESTE;RO;1703,008
ESPIGÃO D'OESTE;RO;4518,038
OURO PRETO DO OESTE;RO;1969,85
PIMENTA BUENO;RO;6241,016
PORTO VELHO;RO;34090,952
PRESIDENTE MÉDICI;RO;1758,465
RIO CRESPO;RO;1717,64
ROLIM DE MOURA;RO;1457,811
SANTA LUZIA D'OESTE;RO;1197,796
VILHENA;RO;11699,15
SÃO MIGUEL DO GUAPORÉ;RO;7460,117
NOVA MAMORÉ;RO;10070,49
ALVORADA D'OESTE;RO;3029,189
ALTO ALEGRE DOS PARECIS;RO;3958,273
ALTO PARAÍSO;RO;2651,822
BURITIS;RO;3265,809
NOVO HORIZONTE DO OESTE;RO;843,446
CACAULÂNDIA;RO;1961,778
CAMPO NOVO DE RONDÔNIA;RO;3442,005
CANDEIAS DO JAMARI;RO;6843,868
CASTANHEIRAS;RO;892,841
CHUPINGUAIA;RO;5126,723
CUJUBIM;RO;3863,946
GOVERNADOR JORGE TEIXEIRA;RO;5067,384
ITAPUÃ DO OESTE;RO;4081,58
MINISTRO ANDREAZZA;RO;798,083
MIRANTE DA SERRA;RO;1191,875
MONTE NEGRO;RO;1931,378
NOVA UNIÃO;RO;807,125
PARECIS;RO;2548,683
PIMENTEIRAS DO OESTE;RO;6014,733
PRIMAVERA DE RONDÔNIA;RO;605,692
SÃO FELIPE D'OESTE;RO;541,647
SÃO FRANCISCO DO GUAPORÉ;RO;10959,767
SERINGUEIRAS;RO;3773,505
TEIXEIRÓPOLIS;RO;459,978
THEOBROMA;RO;2197,413
URUPÁ;RO;831,857
VALE DO ANARI;RO;3135,106
VALE DO PARAÍSO;RO;965,676
ACARI;RN;608,466
AÇU;RN;1303,442
AFONSO BEZERRA;RN;576,179
ÁGUA NOVA;RN;50,684
ALEXANDRIA;RN;381,205
ALMINO AFONSO;RN;128,038
ALTO DO RODRIGUES;RN;191,334
ANGICOS;RN;741,582
ANTÔNIO MARTINS;RN;244,897
APODI;RN;1602,477
AREIA BRANCA;RN;342,749
ARÊS;RN;115,407
CAMPO GRANDE;RN;896,954
BAÍA FORMOSA;RN;247,484
BARAÚNA;RN;825,681
BARCELONA;RN;152,626
BENTO FERNANDES;RN;301,069
BODÓ;RN;253,519
BOM JESUS;RN;122,035
BREJINHO;RN;61,559
CAIÇARA DO NORTE;RN;225,633
CAIÇARA DO RIO DO VENTO;RN;261,194
CAICÓ;RN;1228,584
CAMPO REDONDO;RN;213,727
CANGUARETAMA;RN;245,485
CARAÚBAS;RN;1095,803
CARNAÚBA DOS DANTAS;RN;246,308
CARNAUBAIS;RN;517,737
CEARÁ-MIRIM;RN;724,838
CERRO CORÁ;RN;393,573
CORONEL EZEQUIEL;RN;185,748
CORONEL JOÃO PESSOA;RN;117,139
CRUZETA;RN;295,83
CURRAIS NOVOS;RN;864,349
DOUTOR SEVERIANO;RN;113,737
PARNAMIRIM;RN;124,006
ENCANTO;RN;125,749
EQUADOR;RN;264,985
ESPÍRITO SANTO;RN;135,838
EXTREMOZ;RN;140,639
FELIPE GUERRA;RN;268,591
FERNANDO PEDROZA;RN;322,628
FLORÂNIA;RN;507,892
FRANCISCO DANTAS;RN;181,558
FRUTUOSO GOMES;RN;63,279
GALINHOS;RN;340,769
GOIANINHA;RN;192,279
GOVERNADOR DIX-SEPT ROSADO;RN;1129,55
GROSSOS;RN;124,538
GUAMARÉ;RN;258,307
IELMO MARINHO;RN;312,028
IPANGUAÇU;RN;374,245
IPUEIRA;RN;127,348
ITAJÁ;RN;203,624
ITAÚ;RN;133,031
JAÇANÃ;RN;54,561
JANDAÍRA;RN;442,754
JANDUÍS;RN;304,901
JANUÁRIO CICCO;RN;170,737
JAPI;RN;188,99
JARDIM DE ANGICOS;RN;254,022
JARDIM DE PIRANHAS;RN;330,53
JARDIM DO SERIDÓ;RN;367,645
JOÃO CÂMARA;RN;714,961
JOÃO DIAS;RN;88,173
JOSÉ DA PENHA;RN;117,635
JUCURUTU;RN;933,73
JUNDIÁ;RN;44,641
LAGOA D'ANTA;RN;105,652
LAGOA DE PEDRAS;RN;117,971
LAGOA DE VELHOS;RN;111,607
LAGOA NOVA;RN;176,302
LAGOA SALGADA;RN;79,128
LAJES;RN;676,625
LAJES PINTADAS;RN;130,211
LUCRÉCIA;RN;30,931
LUÍS GOMES;RN;166,638
MACAÍBA;RN;510,092
MACAU;RN;775,302
MAJOR SALES;RN;31,971
MARCELINO VIEIRA;RN;345,711
MARTINS;RN;169,464
MAXARANGUAPE;RN;132,129
MESSIAS TARGINO;RN;135,091
MONTANHAS;RN;82,214
MONTE ALEGRE;RN;211,259
MONTE DAS GAMELEIRAS;RN;71,946
MOSSORÓ;RN;2099,334
NATAL;RN;167,401
NÍSIA FLORESTA;RN;307,719
NOVA CRUZ;RN;277,658
OLHO D'ÁGUA DO BORGES;RN;141,17
OURO BRANCO;RN;253,21
PARANÁ;RN;81,39
PARAÚ;RN;383,214
PARAZINHO;RN;231,007
PARELHAS;RN;513,507
RIO DO FOGO;RN;151,097
PASSA E FICA;RN;42,137
PASSAGEM;RN;41,215
PATU;RN;319,135
SANTA MARIA;RN;219,57
PAU DOS FERROS;RN;259,959
PEDRA GRANDE;RN;221,167
PEDRA PRETA;RN;294,985
PEDRO AVELINO;RN;952,755
PEDRO VELHO;RN;192,708
PENDÊNCIAS;RN;419,137
PILÕES;RN;82,69
POÇO BRANCO;RN;230,401
PORTALEGRE;RN;110,054
PORTO DO MANGUE;RN;361,237
SERRA CAIADA;RN;217,539
PUREZA;RN;504,294
RAFAEL FERNANDES;RN;78,231
RAFAEL GODEIRO;RN;100,073
RIACHO DA CRUZ;RN;127,223
RIACHO DE SANTANA;RN;128,106
RIACHUELO;RN;262,887
RODOLFO FERNANDES;RN;154,84
TIBAU;RN;169,365
RUY BARBOSA;RN;125,809
SANTA CRUZ;RN;624,356
SANTANA DO MATOS;RN;1422,268
SANTANA DO SERIDÓ;RN;188,403
SANTO ANTÔNIO;RN;301,082
SÃO BENTO DO NORTE;RN;288,761
SÃO BENTO DO TRAIRÍ;RN;190,818
SÃO FERNANDO;RN;404,427
SÃO FRANCISCO DO OESTE;RN;75,588
SÃO GONÇALO DO AMARANTE;RN;249,8
SÃO JOÃO DO SABUGI;RN;277,011
SÃO JOSÉ DE MIPIBU;RN;289,987
SÃO JOSÉ DO CAMPESTRE;RN;341,115
SÃO JOSÉ DO SERIDÓ;RN;174,505
SÃO MIGUEL;RN;166,233
SÃO MIGUEL DO GOSTOSO;RN;431,444
SÃO PAULO DO POTENGI;RN;240,425
SÃO PEDRO;RN;195,237
SÃO RAFAEL;RN;469,101
SÃO TOMÉ;RN;862,585
SÃO VICENTE;RN;197,817
SENADOR ELÓI DE SOUZA;RN;152,376
SENADOR GEORGINO AVELINO;RN;26,1
SERRA DE SÃO BENTO;RN;96,628
SERRA DO MEL;RN;620,241
SERRA NEGRA DO NORTE;RN;562,396
SERRINHA;RN;193,351
SERRINHA DOS PINTOS;RN;122,375
SEVERIANO MELO;RN;157,85
SÍTIO NOVO;RN;213,456
TABOLEIRO GRANDE;RN;124,093
TAIPU;RN;352,818
TANGARÁ;RN;339,484
TENENTE ANANIAS;RN;223,671
TENENTE LAURENTINO CRUZ;RN;68,556
TIBAU DO SUL;RN;102,68
TIMBAÚBA DOS BATISTAS;RN;135,456
TOUROS;RN;753,961
TRIUNFO POTIGUAR;RN;268,725
UMARIZAL;RN;213,584
UPANEMA;RN;873,14
VÁRZEA;RN;72,684
VENHA-VER;RN;71,621
VERA CRUZ;RN;84,127
VIÇOSA;RN;37,905
VILA FLOR;RN;47,656
ABATIÁ;PR;228,717
ADRIANÓPOLIS;PR;1349,311
AGUDOS DO SUL;PR;192,261
ALMIRANTE TAMANDARÉ;PR;194,888
ALTAMIRA DO PARANÁ;PR;386,945
ALTÔNIA;PR;661,56
ALTO PARANÁ;PR;407,719
ALTO PIQUIRI;PR;447,666
ALVORADA DO SUL;PR;424,25
AMAPORÃ;PR;384,735
AMPÉRE;PR;298,349
ANAHY;PR;102,895
ANDIRÁ;PR;236,075
ÂNGULO;PR;106,021
ANTONINA;PR;882,317
ANTÔNIO OLINTO;PR;469,62
APUCARANA;PR;558,389
ARAPONGAS;PR;382,215
ARAPOTI;PR;1358,176
ARAPUÃ;PR;217,371
ARARUNA;PR;493,191
ARAUCÁRIA;PR;469,24
ARIRANHA DO IVAÍ;PR;239,562
ASSAÍ;PR;440,347
ASSIS CHATEAUBRIAND;PR;980,727
ASTORGA;PR;434,792
ATALAIA;PR;137,663
BALSA NOVA;PR;348,926
BANDEIRANTES;PR;445,192
BARBOSA FERRAZ;PR;538,636
BARRACÃO;PR;171,402
BARRA DO JACARÉ;PR;115,724
BELA VISTA DA CAROBA;PR;148,107
BELA VISTA DO PARAÍSO;PR;242,689
BITURUNA;PR;1228,285
BOA ESPERANÇA;PR;302,739
BOA ESPERANÇA DO IGUAÇU;PR;151,797
BOA VENTURA DE SÃO ROQUE;PR;620,453
BOA VISTA DA APARECIDA;PR;256,297
BOCAIÚVA DO SUL;PR;826,344
BOM JESUS DO SUL;PR;173,817
BOM SUCESSO;PR;322,755
BOM SUCESSO DO SUL;PR;195,931
BORRAZÓPOLIS;PR;334,378
BRAGANEY;PR;343,321
BRASILÂNDIA DO SUL;PR;291,036
CAFEARA;PR;185,8
CAFELÂNDIA;PR;271,724
CAFEZAL DO SUL;PR;335,392
CALIFÓRNIA;PR;141,817
CAMBARÁ;PR;366,153
CAMBÉ;PR;495,375
CAMBIRA;PR;163,388
CAMPINA DA LAGOA;PR;796,614
CAMPINA DO SIMÃO;PR;448,424
CAMPINA GRANDE DO SUL;PR;539,245
CAMPO BONITO;PR;433,832
CAMPO DO TENENTE;PR;304,488
CAMPO LARGO;PR;1243,551
CAMPO MAGRO;PR;275,352
CAMPO MOURÃO;PR;749,637
CÂNDIDO DE ABREU;PR;1510,16
CANDÓI;PR;1512,786
CANTAGALO;PR;583,54
CAPANEMA;PR;419,036
CAPITÃO LEÔNIDAS MARQUES;PR;275,748
CARAMBEÍ;PR;649,68
CARLÓPOLIS;PR;451,418
CASCAVEL;PR;2101,074
CASTRO;PR;2531,503
CATANDUVAS;PR;581,756
CENTENÁRIO DO SUL;PR;371,834
CERRO AZUL;PR;1341,189
CÉU AZUL;PR;1179,449
CHOPINZINHO;PR;959,692
CIANORTE;PR;811,666
CIDADE GAÚCHA;PR;403,045
CLEVELÂNDIA;PR;703,638
COLOMBO;PR;197,793
COLORADO;PR;407,568
CONGONHINHAS;PR;535,963
CONSELHEIRO MAIRINCK;PR;204,705
CONTENDA;PR;299,037
CORBÉLIA;PR;529,137
CORNÉLIO PROCÓPIO;PR;635,1
CORONEL DOMINGOS SOARES;PR;1562,848
CORONEL VIVIDA;PR;684,417
CORUMBATAÍ DO SUL;PR;164,341
CRUZEIRO DO IGUAÇU;PR;161,862
CRUZEIRO DO OESTE;PR;775,984
CRUZEIRO DO SUL;PR;259,103
CRUZ MACHADO;PR;1478,35
CRUZMALTINA;PR;312,299
CURITIBA;PR;434,892
CURIÚVA;PR;576,263
DIAMANTE DO NORTE;PR;242,887
DIAMANTE DO SUL;PR;347,233
DIAMANTE D'OESTE;PR;309,11
DOIS VIZINHOS;PR;418,648
DOURADINA;PR;419,853
DOUTOR CAMARGO;PR;118,279
ENÉAS MARQUES;PR;192,203
ENGENHEIRO BELTRÃO;PR;467,47
ESPERANÇA NOVA;PR;138,56
ENTRE RIOS DO OESTE;PR;120,967
ESPIGÃO ALTO DO IGUAÇU;PR;326,44
FAROL;PR;289,232
FAXINAL;PR;715,943
FAZENDA RIO GRANDE;PR;116,678
FÊNIX;PR;234,099
FERNANDES PINHEIRO;PR;406,5
FIGUEIRA;PR;129,769
FLORAÍ;PR;191,133
FLOR DA SERRA DO SUL;PR;238,907
FLORESTA;PR;158,226
FLORESTÓPOLIS;PR;246,331
FLÓRIDA;PR;83,046
FORMOSA DO OESTE;PR;275,712
FOZ DO IGUAÇU;PR;618,057
FRANCISCO ALVES;PR;321,898
FRANCISCO BELTRÃO;PR;735,111
FOZ DO JORDÃO;PR;235,382
GENERAL CARNEIRO;PR;1071,183
GODOY MOREIRA;PR;131,012
GOIOERÊ;PR;564,163
GOIOXIM;PR;702,471
GRANDES RIOS;PR;314,198
GUAÍRA;PR;563,742
GUAIRAÇÁ;PR;493,94
GUAMIRANGA;PR;244,795
GUAPIRAMA;PR;189,1
GUAPOREMA;PR;201,15
GUARACI;PR;211,68
GUARANIAÇU;PR;1238,32
GUARAPUAVA;PR;3168,087
GUARAQUEÇABA;PR;2017,03
GUARATUBA;PR;1326,67
HONÓRIO SERPA;PR;502,235
IBAITI;PR;898,221
IBEMA;PR;145,446
IBIPORÃ;PR;297,742
ICARAÍMA;PR;675,24
IGUARAÇU;PR;164,983
IGUATU;PR;106,937
IMBAÚ;PR;330,703
IMBITUVA;PR;756,535
INÁCIO MARTINS;PR;936,208
INAJÁ;PR;194,704
INDIANÓPOLIS;PR;122,622
IPIRANGA;PR;927,087
IPORÃ;PR;647,894
IRACEMA DO OESTE;PR;81,538
IRATI;PR;999,517
IRETAMA;PR;570,459
ITAGUAJÉ;PR;194,353
ITAIPULÂNDIA;PR;330,846
ITAMBARACÁ;PR;207,342
ITAMBÉ;PR;243,822
ITAPEJARA D'OESTE;PR;254,014
ITAPERUÇU;PR;320,578
ITAÚNA DO SUL;PR;128,87
IVAÍ;PR;607,848
IVAIPORÃ;PR;431,502
IVATÉ;PR;410,907
IVATUBA;PR;96,661
JABOTI;PR;139,277
JACAREZINHO;PR;602,528
JAGUAPITÃ;PR;475,004
JAGUARIAÍVA;PR;1453,066
JANDAIA DO SUL;PR;187,6
JANIÓPOLIS;PR;335,65
JAPIRA;PR;187,802
JAPURÁ;PR;165,185
JARDIM ALEGRE;PR;413,386
JARDIM OLINDA;PR;128,515
JATAIZINHO;PR;159,178
JESUÍTAS;PR;247,496
JOAQUIM TÁVORA;PR;289,173
JUNDIAÍ DO SUL;PR;320,816
JURANDA;PR;354,364
JUSSARA;PR;210,869
KALORÉ;PR;193,299
LAPA;PR;2093,859
LARANJAL;PR;559,439
LARANJEIRAS DO SUL;PR;673,599
LEÓPOLIS;PR;344,918
LIDIANÓPOLIS;PR;151,456
LINDOESTE;PR;361,367
LOANDA;PR;722,496
LOBATO;PR;240,904
LONDRINA;PR;1652,569
LUIZIANA;PR;916,839
LUNARDELLI;PR;199,213
LUPIONÓPOLIS;PR;121,066
MALLET;PR;753,713
MAMBORÊ;PR;788,061
MANDAGUAÇU;PR;294,019
MANDAGUARI;PR;335,814
MANDIRITUBA;PR;379,179
MANFRINÓPOLIS;PR;216,415
MANGUEIRINHA;PR;1055,458
MANOEL RIBAS;PR;571,135
MARECHAL CÂNDIDO RONDON;PR;747,041
MARIA HELENA;PR;486,224
MARIALVA;PR;475,564
MARILÂNDIA DO SUL;PR;384,424
MARILENA;PR;232,363
MARILUZ;PR;433,17
MARINGÁ;PR;487,012
MARIÓPOLIS;PR;230,365
MARIPÁ;PR;283,793
MARMELEIRO;PR;387,612
MARQUINHO;PR;509,632
MARUMBI;PR;208,47
MATELÂNDIA;PR;639,746
MATINHOS;PR;117,899
MATO RICO;PR;394,533
MAUÁ DA SERRA;PR;108,324
MEDIANEIRA;PR;328,732
MERCEDES;PR;197,136
MIRADOR;PR;221,708
MIRASELVA;PR;90,294
MISSAL;PR;324,397
MOREIRA SALES;PR;353,772
MORRETES;PR;684,58
MUNHOZ DE MELO;PR;137,018
NOSSA SENHORA DAS GRAÇAS;PR;185,769
NOVA ALIANÇA DO IVAÍ;PR;131,272
NOVA AMÉRICA DA COLINA;PR;129,476
NOVA AURORA;PR;474,011
NOVA CANTU;PR;555,488
NOVA ESPERANÇA;PR;401,587
NOVA ESPERANÇA DO SUDOESTE;PR;208,472
NOVA FÁTIMA;PR;283,423
NOVA LARANJEIRAS;PR;1210,205
NOVA LONDRINA;PR;269,389
NOVA OLÍMPIA;PR;136,347
NOVA SANTA BÁRBARA;PR;71,764
NOVA SANTA ROSA;PR;204,665
NOVA PRATA DO IGUAÇU;PR;352,565
NOVA TEBAS;PR;545,686
NOVO ITACOLOMI;PR;161,411
ORTIGUEIRA;PR;2429,564
OURIZONA;PR;176,457
OURO VERDE DO OESTE;PR;293,042
PAIÇANDU;PR;171,379
PALMAS;PR;1557,903
PALMEIRA;PR;1470,072
PALMITAL;PR;817,647
PALOTINA;PR;651,238
PARAÍSO DO NORTE;PR;204,564
PARANACITY;PR;348,631
PARANAGUÁ;PR;826,431
PARANAPOEMA;PR;175,875
PARANAVAÍ;PR;1202,266
PATO BRAGADO;PR;135,6
PATO BRANCO;PR;539,087
PAULA FREITAS;PR;421,409
PAULO FRONTIN;PR;369,862
PEABIRU;PR;468,594
PEROBAL;PR;409,05
PÉROLA;PR;240,635
PÉROLA D'OESTE;PR;205,279
PIÊN;PR;254,792
PINHAIS;PR;60,869
PINHALÃO;PR;220,625
PINHAL DE SÃO BENTO;PR;97,463
PINHÃO;PR;2001,588
PIRAÍ DO SUL;PR;1345,417
PIRAQUARA;PR;227,042
PITANGA;PR;1663,747
PITANGUEIRAS;PR;123,229
PLANALTINA DO PARANÁ;PR;356,192
PLANALTO;PR;346,241
PONTA GROSSA;PR;2054,732
PONTAL DO PARANÁ;PR;200,41
PORECATU;PR;291,663
PORTO AMAZONAS;PR;186,581
PORTO BARREIRO;PR;361,02
PORTO RICO;PR;217,676
PORTO VITÓRIA;PR;213,013
PRADO FERREIRA;PR;153,399
PRANCHITA;PR;226,14
PRESIDENTE CASTELO BRANCO;PR;155,734
PRIMEIRO DE MAIO;PR;414,442
PRUDENTÓPOLIS;PR;2247,141
QUARTO CENTENÁRIO;PR;321,875
QUATIGUÁ;PR;112,689
QUATRO BARRAS;PR;180,471
QUATRO PONTES;PR;114,393
QUEDAS DO IGUAÇU;PR;821,503
QUERÊNCIA DO NORTE;PR;914,763
QUINTA DO SOL;PR;326,177
QUITANDINHA;PR;447,024
RAMILÂNDIA;PR;237,196
RANCHO ALEGRE;PR;167,646
RANCHO ALEGRE D'OESTE;PR;241,386
REALEZA;PR;353,416
REBOUÇAS;PR;481,84
RENASCENÇA;PR;425,273
RESERVA;PR;1635,522
RESERVA DO IGUAÇU;PR;834,232
RIBEIRÃO CLARO;PR;629,224
RIBEIRÃO DO PINHAL;PR;374,732
RIO AZUL;PR;599,056
RIO BOM;PR;177,836
RIO BONITO DO IGUAÇU;PR;681,406
RIO BRANCO DO IVAÍ;PR;382,329
RIO BRANCO DO SUL;PR;812,288
RIO NEGRO;PR;604,138
ROLÂNDIA;PR;459,024
RONCADOR;PR;742,121
RONDON;PR;555,125
ROSÁRIO DO IVAÍ;PR;371,25
SABÁUDIA;PR;190,329
SALGADO FILHO;PR;189,315
SALTO DO ITARARÉ;PR;200,52
SALTO DO LONTRA;PR;312,717
SANTA AMÉLIA;PR;78,045
SANTA CECÍLIA DO PAVÃO;PR;110,199
SANTA CRUZ DE MONTE CASTELO;PR;442,013
SANTA FÉ;PR;276,241
SANTA HELENA;PR;754,701
SANTA INÊS;PR;156,935
SANTA ISABEL DO IVAÍ;PR;349,497
SANTA IZABEL DO OESTE;PR;321,182
SANTA LÚCIA;PR;116,858
SANTA MARIA DO OESTE;PR;836,669
SANTA MARIANA;PR;427,193
SANTA MÔNICA;PR;259,957
SANTANA DO ITARARÉ;PR;251,269
SANTA TEREZA DO OESTE;PR;326,19
SANTA TEREZINHA DE ITAIPU;PR;259,393
SANTO ANTÔNIO DA PLATINA;PR;721,472
SANTO ANTÔNIO DO CAIUÁ;PR;219,068
SANTO ANTÔNIO DO PARAÍSO;PR;165,904
SANTO ANTÔNIO DO SUDOESTE;PR;325,651
SANTO INÁCIO;PR;280,133
SÃO CARLOS DO IVAÍ;PR;225,079
SÃO JERÔNIMO DA SERRA;PR;823,774
SÃO JOÃO;PR;388,059
SÃO JOÃO DO CAIUÁ;PR;304,413
SÃO JOÃO DO IVAÍ;PR;353,331
SÃO JOÃO DO TRIUNFO;PR;720,407
SÃO JORGE D'OESTE;PR;379,545
SÃO JORGE DO IVAÍ;PR;315,088
SÃO JORGE DO PATROCÍNIO;PR;404,69
SÃO JOSÉ DA BOA VISTA;PR;399,667
SÃO JOSÉ DAS PALMEIRAS;PR;182,419
SÃO JOSÉ DOS PINHAIS;PR;946,435
SÃO MANOEL DO PARANÁ;PR;95,381
SÃO MATEUS DO SUL;PR;1341,714
SÃO MIGUEL DO IGUAÇU;PR;851,917
SÃO PEDRO DO IGUAÇU;PR;308,324
SÃO PEDRO DO IVAÍ;PR;322,692
SÃO PEDRO DO PARANÁ;PR;250,654
SÃO SEBASTIÃO DA AMOREIRA;PR;227,982
SÃO TOMÉ;PR;218,623
SAPOPEMA;PR;677,609
SARANDI;PR;103,501
SAUDADE DO IGUAÇU;PR;152,084
