municipio;uf;ano;Despesas Exceto Intraorçamentárias;Despesas Intraorçamentárias;Outros;01 - Legislativa;04 - Administração;06 - Segurança Pública;08 - Assistência Social;09 - Previdência Social;10 - Saúde;12 - Educação;15 - Urbanismo;17 - Saneamento;20 - Agricultura;23 - Comércio e Serviços;26 - Transporte;28 - Encargos Especiais
QUEIMADOS;RJ;2018;314045697.31;0.0;2813764.4200000167;9179915.39;66607406.24;0.0;8756743.25;20509850.89;72964961.85;86612145.92;45167021.35;0.0;0.0;0.0;1433888.0;0.0
QUISSAMA;RJ;2018;221807500.25;0.0;12799917.930000007;7725745.59;44831057.54;0.0;10257747.36;0.0;67800237.72;53834608.58;13054930.35;382567.87;370075.15;74022.78;6551455.79;4125133.59
RESENDE;RJ;2018;418228775.91;26358878.19;46140915.54000008;16478640.89;59199418.25;1174577.18;4491212.37;30296435.12;146468255.43;96250207.21;25238745.06;7498582.52;102129.53;0.0;2634370.39;8614164.61
RIO BONITO;RJ;2018;163881276.74;9702387.88;10104399.840000004;5786187.03;29888295.24;77992.52;842137.43;11802778.09;61307906.76;43716105.74;7951506.65;0.0;10707.9;116600.0;1978779.68;267.74
RIO CLARO;RJ;2018;75550811.41;8738944.07;16619174.459999979;3367167.96;5599145.04;0.0;2017987.04;9917167.96;23504226.75;14614231.64;4367634.13;0.0;0.0;0.0;2863663.31;1419357.19
RIO DAS FLORES;RJ;2018;64108278.57;0.0;5113945.040000007;1901518.05;15934636.92;0.0;1660404.77;0.0;17286302.15;16639505.41;1539899.36;601937.98;645817.67;1270.0;0.0;2783041.22
RIO DAS OSTRAS;RJ;2018;512406321.3;17002324.73;51063832.620000005;15309786.89;84670899.25;16591711.46;11038111.49;21213487.42;112974597.63;129832369.75;47823091.81;29191136.15;0.0;2930682.3;3642338.73;3126600.53
RIO DE JANEIRO;RJ;2018;20732872242.13;4300238856.83;4866978264.07;788852298.67;1247546672.33;483331541.65;534359871.25;4465876713.14;3986574640.81;4032553415.26;1961504090.49;640591013.57;0.0;74818246.42;225620529.93;1724503801.37
SANTA MARIA MADALENA;RJ;2018;49264470.47;0.0;1560216.8799999952;2669717.29;9181555.15;1145609.37;1049203.9;4145180.18;9764742.05;12773641.38;3204478.2;1302.5;899087.75;1712532.86;1157202.96;0.0
SANTO ANTONIO DE PADUA;RJ;2018;114017987.92;4899334.41;5470855.590000004;4332468.56;16084806.08;617830.61;3071594.13;7974918.86;31533039.75;28708106.13;18953270.63;0.0;2170431.99;0.0;0.0;0.0
SAO FRANCISCO DE ITABAPOANA;RJ;2018;121718525.93;0.0;2467103.0600000024;5147139.59;35518114.52;0.0;1720416.72;0.0;24821145.04;42634338.16;6812150.62;529988.81;354288.37;0.0;1713841.04;0.0
SAO FIDELIS;RJ;2018;100168225.63;3044853.52;5297414.340000004;3976452.92;12934126.55;0.0;3939190.36;10486741.19;25520970.13;25230221.33;10752076.92;0.0;821326.16;0.0;0.0;4254559.25
SAO GONCALO;RJ;2018;1045409663.0;84285390.01;109336118.8499999;22052138.27;123003847.67;12364.82;19745258.32;122083706.74;318875470.22;232722476.01;118563591.34;0.0;0.0;0.0;1611129.38;61688951.39
SAO JOAO DA BARRA;RJ;2018;307121519.86;15577831.8;55665600.49000001;10578647.24;70621518.76;4687957.37;7450249.99;3777310.47;100343757.24;59461572.32;3571076.55;108681.11;1351942.72;5081037.4;0.0;0.0
SAO JOAO DE MERITI;RJ;2018;503958536.2;0.0;886965.9299999475;15683294.94;121844725.06;5247507.46;3107929.54;44052682.02;141780129.38;105351264.23;47469180.64;5860936.17;0.0;0.0;320146.72;12353774.11
SAO JOSE DE UBA;RJ;2018;36510919.04;2073008.56;3107696.0100000054;1731296.38;10406426.07;0.0;1488300.25;822526.05;10408384.86;6704208.78;2232777.26;0.0;148911.23;0.0;1449609.49;83791.22
SAO JOSE DO VALE DO RIO PRETO;RJ;2018;59323686.84;0.0;3999983.160000004;2238979.61;11105395.61;146063.0;739902.31;1715336.81;18542378.7;18835476.96;0.0;0.0;626158.71;310785.17;1063226.8;0.0
SAO PEDRO DA ALDEIA;RJ;2018;203964582.89;0.0;8065991.689999998;7711616.9;34812018.51;170268.65;5006259.55;20493113.15;38809804.22;62703932.11;14646025.55;559649.28;434541.52;177782.5;0.0;10373579.26
SAO SEBASTIAO DO ALTO;RJ;2018;52646411.6;602537.31;3515149.610000007;1778394.7;8869596.63;0.0;1591083.71;6812100.02;14115555.41;8302524.67;4799596.0;0.0;590863.08;1613152.26;695757.54;565175.28
SAPUCAIA;RJ;2018;76116012.32;5165168.47;8182825.930000007;3669702.93;21130886.44;16134.43;2070313.34;9511295.43;15190943.51;17484900.71;1485371.84;413527.56;34224.32;235514.11;0.0;1855540.24
SAQUAREMA;RJ;2018;276099751.06;8496338.73;9597459.580000043;8625402.33;41514004.82;734171.52;5732933.47;17674033.6;67216210.69;77440754.28;43818874.01;0.0;6024.0;1803812.4;0.0;10432409.09
SEROPEDICA;RJ;2018;183708021.94;228078.91;1238038.7599999905;8930082.52;36112451.57;2218562.03;876894.61;11794839.86;30825588.98;82910948.23;8737412.07;0.0;7950.0;0.0;283332.22;0.0
SILVA JARDIM;RJ;2018;111210563.46;97823.23;909128.950000003;3945203.05;22377151.75;0.0;912507.12;10682726.76;33102162.77;29971632.11;3578944.72;0.0;304710.17;456683.64;2933902.96;2133632.69
SUMIDOURO;RJ;2018;59118171.23;0.0;510013.4100000039;2292344.15;9541293.2;248994.19;1934695.21;7246940.21;14956688.53;14993413.27;5799318.29;0.0;907771.41;0.0;686699.36;0.0
TANGUA;RJ;2018;84221921.09;0.0;710397.0399999917;3257631.05;18958787.11;0.0;1745208.95;0.0;24178514.32;28283544.92;3661857.83;1377742.29;232704.61;0.0;91455.2;1724077.77
TERESOPOLIS;RJ;2018;447926244.43;0.0;5135646.73999989;14915349.88;29545905.26;7853081.15;9219943.9;94248264.5;121573348.55;124045088.31;23237366.96;0.0;2410705.92;803601.35;0.0;14937941.91
TRAJANO DE MORAES;RJ;2018;57158001.23;0.0;3755692.339999996;2405909.93;8402133.59;1235880.48;1458874.08;6340807.29;12624344.92;11808686.42;4291522.93;0.0;566816.34;1920133.32;702466.97;1644732.62
TRES RIOS;RJ;2018;256579678.28;0.0;6651682.080000013;10513360.37;45682420.13;164365.89;1056900.74;0.0;74654834.45;71356794.0;13673396.17;32822723.45;0.0;3201.0;0.0;0.0
VALENCA;RJ;2018;180575020.95;9846592.6;10015055.309999973;1448579.64;39366594.68;28791.89;3779789.72;12111002.25;58282984.66;43005863.03;12819429.22;1731.63;0.0;134704.25;0.0;9427087.27
VARRE-SAI;RJ;2018;41073282.66;5095513.38;5343350.379999995;1686200.26;13779686.57;2257.0;906890.29;4736927.02;7026625.06;10494147.08;518387.34;0.0;273905.65;392694.27;600186.29;407538.83
VASSOURAS;RJ;2018;131179581.12;3230494.23;6680094.299999997;1167187.5;27359216.45;79200.0;3148471.72;9398022.73;54091452.06;22689426.6;6611189.7;0.0;348448.0;4000.0;1466736.02;1366630.27
VOLTA REDONDA;RJ;2018;829928303.73;0.0;15277591.370000005;32329370.02;177820670.11;0.0;21802677.07;58771974.5;213422106.75;212092524.14;1943375.28;75555620.76;0.0;6710.0;457417.24;20448266.49
ANGRA DOS REIS;RJ;2019;966688918.73;31208166.89;40127343.850000024;34725138.13;207864014.61;800538.19;8679459.12;98572241.39;292131036.69;159472521.87;136522370.96;4125621.75;203402.76;2764055.67;818366.55;11090974.08
APERIBE;RJ;2019;43061857.82;987308.75;3385206.370000005;2208397.08;14365148.4;19786.03;1372348.71;3725137.87;9375672.11;8467237.18;806892.3;59643.91;119788.96;0.0;143907.65;0.0
ARARUAMA;RJ;2019;350708535.45;16415627.76;16903003.149999976;10147855.88;49264519.11;383639.09;8341823.81;33827658.39;69174627.28;116003613.77;39695487.49;0.0;772088.52;2591437.45;1688470.67;18329938.6
AREAL;RJ;2019;60977392.51;0.0;2564820.2700000033;2291016.88;14549311.71;0.0;1975246.53;6336986.46;17201299.08;14823135.07;931551.51;0.0;301025.0;3000.0;0.0;0.0
ARMACAO DOS BUZIOS;RJ;2019;239307313.04;0.0;4034123.1599999666;7631239.85;42063916.75;12356326.41;2072539.72;8717884.47;66936933.93;63039465.94;27835662.92;0.0;0.0;630574.85;641703.33;3346941.71
ARRAIAL DO CABO;RJ;2019;183560675.3;0.0;6528234.599999994;4500653.23;75322716.14;0.0;3172616.46;13439313.31;32040311.2;39256512.44;1608722.7;0.0;0.0;0.0;1880.0;7689715.22
BARRA DO PIRAI;RJ;2019;232436204.72;6117121.38;14369665.219999999;7009604.54;56659149.33;1153003.78;5730982.19;26171592.98;65284716.19;55225399.44;2925728.02;4873.44;498401.79;0.0;185000.0;3335209.18
BARRA MANSA;RJ;2019;502189814.13;17212318.2;38363503.860000014;11560871.75;106244060.15;105200.0;5708638.38;85202307.85;123566560.73;124109101.55;2186045.98;2766994.4;764137.44;0.0;897596.95;17927113.29
BELFORD ROXO;RJ;2019;635986492.83;0.0;10687766.360000134;15163294.46;100383648.21;0.0;8292470.54;35779743.35;164599745.35;202643690.06;82339825.6;847809.08;0.0;0.0;116206.43;15132293.39
BOM JARDIM;RJ;2019;85536811.05;11100700.8;12877970.639999986;3005877.4;7507155.58;1608046.21;1821453.11;14617428.08;22601914.39;18009309.28;9714295.13;0.0;558603.22;1017176.91;2957176.18;341105.72
BOM JESUS DO ITABAPOANA;RJ;2019;107647403.43;0.0;1806014.9700000137;4298307.0;15213698.32;292392.18;4190405.93;0.0;37571456.25;26683185.05;12761956.93;2298896.39;1141617.55;0.0;0.0;1389472.86
CABO FRIO;RJ;2019;784390772.38;15613380.31;59681765.41999996;21592834.61;131436342.14;124440.0;6565255.21;73004009.47;197087929.59;245917269.36;35962745.29;0.0;926673.8;1669653.05;2948493.59;23086741.16
CACHOEIRAS DE MACACU;RJ;2019;152257608.74;1976044.72;5481398.680000037;5933160.63;22314785.14;177211.0;2165278.88;20243722.03;50665889.1;33464756.91;3706289.5;5240356.62;818984.17;23265.7;786261.07;3212294.03
CAMBUCI;RJ;2019;55445076.1;1448845.7;4387221.960000008;2727659.85;12031153.89;1478384.0;183522.13;7097116.27;14845537.9;10578776.7;471455.2;0.0;0.0;257898.5;0.0;2835195.4
CARAPEBUS;RJ;2019;100035399.24;2298574.1;3086541.6099999845;3897520.39;33229220.48;298400.0;3268113.81;1424839.08;24506640.91;21335050.55;6710650.68;0.0;32100.0;2965253.99;1579641.84;0.0
COMENDADOR LEVY GASPARIAN;RJ;2019;39543920.61;2354980.65;4136016.9799999967;615096.07;10041153.35;0.0;1122878.41;2499626.58;11121753.3;9429272.55;2007063.76;329686.49;17320.51;0.0;0.0;579033.26
CAMPOS DOS GOYTACAZES;RJ;2019;1823370886.18;0.0;24593867.42999983;0.0;251488757.17;51044.0;35727156.54;194482090.08;777508183.19;318999213.95;117466293.87;3418952.79;1299976.38;839206.48;1826673.47;95669470.83
CANTAGALO;RJ;2019;88636333.32;3170051.76;4150289.3799999803;3844350.06;9944821.0;954237.78;2163991.28;16403623.87;22074125.73;16525489.46;6587183.36;3946643.24;1613072.2;1053172.12;1629619.29;915766.31
CARDOSO MOREIRA;RJ;2019;56813933.16;3715533.26;4236083.270000003;2495944.68;11117934.44;0.0;2322345.08;3997530.44;13890665.65;15510732.25;2746837.09;0.0;2280084.22;0.0;1165807.39;765501.91
CARMO;RJ;2019;77706769.35;6922142.16;14736708.039999992;2880409.66;14614906.96;0.0;2278297.36;7461724.43;21780038.39;11592943.34;3562386.13;2809558.47;904696.98;311143.08;823571.26;872527.41
CASIMIRO DE ABREU;RJ;2019;232780861.21;12636689.76;23040805.559999973;6926655.98;43815202.41;1294683.47;9216201.22;16285028.98;61931239.12;50685930.15;17071393.53;6998679.9;913939.01;2759902.53;0.0;4477889.11
CONCEICAO DE MACABU;RJ;2019;80677236.8;0.0;1816687.1899999976;3257937.8;9495749.59;1592486.02;3774815.22;8027885.71;19356180.08;17776943.15;10684704.98;92146.35;1739943.27;1932210.67;0.0;1129546.77
CORDEIRO;RJ;2019;76872310.03;12320577.86;13577435.38000001;2778805.15;9299900.8;236978.94;1356779.48;14580804.3;19172209.47;18520444.89;7926317.77;0.0;239515.86;1503695.85;0.0;0.0
DUAS BARRAS;RJ;2019;54584617.96;3480184.96;5512657.049999997;2134909.08;6953906.12;541867.52;1836866.1;5309667.79;13760561.25;12358542.99;4452993.11;3682.0;706761.72;1374484.31;2141223.29;976680.59
DUQUE DE CAXIAS;RJ;2019;2245324692.41;0.0;13593980.149999619;64083055.27;96026076.61;22630345.53;31392761.68;360800173.18;615759576.23;665002921.21;150194809.37;138031667.0;0.0;0.0;0.0;87809326.18
ENGENHEIRO PAULO DE FRONTIN;RJ;2019;60451419.18;0.0;2784743.2599999905;2405910.78;19332005.16;750.0;1726364.96;0.0;15250919.16;16250947.98;1788982.03;0.0;1998.0;908797.85;0.0;0.0
GUAPIMIRIM;RJ;2019;162195967.65;0.0;1122908.0100000203;1516520.03;42323155.66;0.0;4203040.94;0.0;41541928.06;40627715.89;29914650.14;0.0;200953.0;745095.92;0.0;0.0
IGUABA GRANDE;RJ;2019;102811641.01;2209207.33;3536786.2900000066;4383294.94;22277587.42;131203.58;2985295.4;7081240.53;28818913.05;25509674.56;8171907.46;0.0;11712.9;0.0;0.0;2113232.21
ITABORAI;RJ;2019;517863012.51;20109448.97;32654254.940000057;12907981.97;107140376.91;178662.36;3141256.83;58388492.43;129891050.82;160776082.57;30908945.37;0.0;0.0;8803.27;1976554.01;0.0
ITAGUAI;RJ;2019;452960404.55;55668513.39;73780868.00999999;3401842.28;73175402.49;554758.05;11037126.48;68362566.73;105407810.98;140495927.37;14666212.51;1585788.08;0.0;0.0;1148435.38;15012179.58
ITALVA;RJ;2019;54027950.85;2256526.29;8608944.61;2453251.52;6002601.5;359076.08;1784417.75;6718480.64;13774439.29;11505205.53;2571974.05;0.0;1840471.81;0.0;0.0;665614.36
ITAOCARA;RJ;2019;79846546.42;3936429.05;5637877.450000018;2946385.14;12057042.12;0.0;1808108.31;10379350.26;23993971.22;15813975.15;6680760.15;0.0;808078.46;0.0;1007260.71;2650166.5
ITAPERUNA;RJ;2019;293940812.53;1400043.34;15633409.330000043;7753642.65;32546059.25;2538310.36;7735233.74;11551830.73;141117334.64;62364986.43;9699754.64;148281.61;1373936.96;502161.15;1195917.63;1179996.75
ITATIAIA;RJ;2019;195104514.79;12025740.06;30269181.889999986;8364535.18;60560543.79;239970.88;812164.75;8103215.65;40772234.59;42807331.55;6078327.54;1746884.98;3720.0;15000.0;2927478.4;4429665.65
JAPERI;RJ;2019;169617139.56;11592022.02;15593116.569999993;4834371.45;13886066.15;2328212.85;3457781.72;11976181.97;44123791.97;55622265.37;22963450.39;0.0;425296.96;0.0;0.0;5998626.18
LAJE DO MURIAE;RJ;2019;40720162.49;34226.23;1040474.9600000009;1953771.11;4315404.1;0.0;1714967.83;2553402.91;11139087.73;9638448.5;4950880.88;0.0;970846.01;1276199.98;11945.07;1188959.64
MACAE;RJ;2019;1925712685.12;103847621.66;210269421.28999996;71662038.33;201354814.99;38751797.51;32229805.76;114495031.24;539860752.49;473840229.72;192470281.2;50521976.02;5212429.28;0.0;98240289.65;651439.3
MACUCO;RJ;2019;45388716.11;0.0;1983378.75;1931118.53;11861763.67;62472.0;1441438.27;0.0;12236468.68;9303467.63;4518607.65;0.0;592139.33;1457861.6;0.0;0.0
MAGE;RJ;2019;468177479.85;7226972.12;19516295.830000043;12162239.99;41602657.96;2832330.59;10886126.65;27331356.19;126459457.67;164208883.84;67177239.17;0.0;1598590.24;0.0;0.0;1629273.84
MANGARATIBA;RJ;2019;304943998.31;1798878.39;16058809.069999993;11484528.63;83805229.88;28068.8;345510.02;22088883.12;55814037.28;69132050.74;35071080.27;0.0;0.0;1126496.8;1702843.27;10085338.82
MARICA;RJ;2019;1619616201.13;85073152.69;191930356.97000027;17706285.53;414697619.86;19936530.13;24298372.7;52527345.62;234717920.43;233729324.56;403633085.56;17390032.4;501879.48;34488456.62;28453186.86;30678957.1
MENDES;RJ;2019;69663241.11;28515.6;2347778.099999994;2305529.85;11752332.57;0.0;3278177.75;8255588.77;15954999.27;17774348.93;5645909.58;16735.7;52079.66;528846.11;509423.02;1270007.4
MESQUITA;RJ;2019;274694431.57;0.0;13656334.049999982;4716685.82;43782608.1;385116.0;3143859.7;7127594.72;74405388.29;89983152.74;13223047.03;15106326.16;0.0;0.0;258715.97;8905602.99
MIGUEL PEREIRA;RJ;2019;126171907.86;0.0;4800553.939999998;3983925.64;29001784.54;129658.6;1688526.31;8584559.01;38927510.21;23464522.96;10703117.66;1009556.06;27974.57;2049743.88;1800474.48;0.0
MIRACEMA;RJ;2019;96387865.27;3037906.13;9262327.230000004;3088442.3;15067583.36;1619239.89;3154518.78;9991414.68;25098150.95;21205550.89;2625802.77;0.0;2919755.8;0.0;572778.97;4820205.78
NATIVIDADE;RJ;2019;71354049.24;3726641.94;6486859.849999994;2568352.09;10039194.58;0.0;1314452.06;11181952.83;20838925.35;12122610.54;5001287.39;0.0;675756.39;581185.86;473436.68;3796677.56
NILOPOLIS;RJ;2019;264116879.12;35939661.77;46402640.31999996;0.0;43286104.86;5029329.89;2425867.57;48355778.1;61745536.2;60414188.16;27532712.12;0.0;0.0;0.0;2466416.58;2397967.09
NITEROI;RJ;2019;2998732853.61;0.0;63252161.36000013;70808603.16;823347482.35;80765294.09;25829291.42;393567197.66;460113490.06;435814522.54;244937800.53;111354729.73;0.0;1366996.15;45069788.98;242505495.58
NOVA FRIBURGO;RJ;2019;474459817.06;0.0;1707264.3700000048;13730698.3;76916319.72;16621.8;3031685.59;28839176.18;180732114.85;123183443.15;34199150.27;0.0;50000.0;2350264.24;1259554.25;8443524.34
NOVA IGUACU;RJ;2019;1509951749.49;106044695.4;172552829.89999986;22281322.07;139281780.46;0.0;12442269.42;192991545.29;437601421.92;347358526.47;160249454.37;76208.94;0.0;104309.35;6178308.63;124878468.07
PARACAMBI;RJ;2019;127980314.47;0.0;5691561.090000004;3574612.2;34854215.41;2317976.87;2314758.1;0.0;46042903.62;29350734.38;0.0;0.0;78239.21;0.0;942536.81;2812776.78
PARAIBA DO SUL;RJ;2019;116129912.87;0.0;3798216.9400000125;4913745.64;14734965.62;0.0;150813.99;13889264.57;32928455.07;33391009.53;6730088.45;6214.0;0.0;941883.71;1536286.8;3108968.55
PARATY;RJ;2019;262787743.44;0.0;9482268.330000013;7672748.42;33266430.48;5950979.26;6504347.92;0.0;82247909.04;49417721.33;50645315.51;5743011.63;1885983.99;4819832.88;0.0;5151194.65
PATY DO ALFERES;RJ;2019;114568004.06;0.0;2907765.330000013;3804924.35;15846988.67;1978619.96;3003267.37;7938477.63;29173214.35;25091838.58;16880760.63;2421615.46;2572458.95;2653488.83;0.0;294583.95
PETROPOLIS;RJ;2019;992751690.0;54086278.97;60516349.73000002;22289480.65;84868770.07;492176.4;15641987.46;15064777.55;352518466.26;190084116.64;41876201.6;79703170.99;20790.92;1914988.65;0.0;181846692.05
PINHEIRAL;RJ;2019;79299647.57;1553327.48;7387923.400000006;3045938.8;5741903.52;0.0;3482796.06;4647673.35;27872137.71;19931415.68;5190327.59;0.0;4699.0;0.0;9669.24;3538490.7
PIRAI;RJ;2019;162049209.47;8669473.64;17412686.629999995;6651408.2;22546511.86;2421.0;2474093.83;17171491.53;52680674.43;38162428.41;4901319.2;2378986.63;804002.65;28122.04;3505590.3;1998946.4
PORCIUNCULA;RJ;2019;74743541.54;0.0;1490391.4899999946;2645299.9;10292221.58;191390.29;2538338.53;11907236.35;20402123.97;14887098.67;4764375.1;22000.0;1907840.29;521389.15;2721447.01;452389.21
PORTO REAL;RJ;2019;140792198.67;0.0;5960007.869999975;8099734.22;25504537.85;5836866.53;3858258.64;0.0;46395600.64;31325237.07;13449592.31;74000.0;0.0;0.0;0.0;288363.54
QUATIS;RJ;2019;60528252.96;0.0;3159154.309999995;2344287.21;9537259.91;2937389.66;1788980.53;2088742.53;12858325.1;18484253.35;2542792.71;1356276.21;1491113.65;0.0;112087.34;1827590.45
QUEIMADOS;RJ;2019;330283447.11;0.0;2699394.8899999857;10437572.51;78771161.79;1510921.21;8904396.59;23485635.74;81025684.68;88073788.84;34812672.52;0.0;0.0;0.0;562218.34;0.0
QUISSAMA;RJ;2019;235255294.88;1661965.15;20774953.72;8732439.85;34437715.68;9802883.92;11864389.73;61500.28;73238216.78;52605461.77;13894664.67;183879.36;390200.04;80311.75;7434497.98;3416144.5
RESENDE;RJ;2019;494088284.4;29297448.16;56204747.81;16296008.19;69756570.13;1593388.41;5824223.75;35630772.93;180090524.3;111086815.58;24301360.09;8242349.44;314686.22;125689.28;3055686.44;10862909.99
RIO BONITO;RJ;2019;186477150.36;11171822.44;11808723.420000017;6645776.14;37371999.08;127868.9;1290679.74;14223214.87;65429171.73;49737295.35;8254051.01;0.0;232322.5;27500.0;2500370.06;0.0
RIO CLARO;RJ;2019;87066653.91;7424203.49;15302828.939999983;4144489.36;6088891.46;0.0;2307965.32;11766117.81;26085394.83;16443131.65;7737604.6;0.0;0.0;24705.0;3465458.12;1124270.31
RIO DAS FLORES;RJ;2019;60602103.44;0.0;4612755.529999994;2111929.35;14909982.69;0.0;2695629.65;0.0;16013369.61;14923308.92;1301413.77;386201.34;792666.45;7491.7;0.0;2847354.43
RIO DAS OSTRAS;RJ;2019;561714893.99;18126229.7;54938280.59000003;16392883.89;97963462.98;19551705.94;11888295.21;24923048.6;130396371.18;147759906.67;39275162.75;22629981.67;0.0;4051724.63;6506206.27;3564093.31
RIO DE JANEIRO;RJ;2019;22215397800.84;4490249456.05;5006305476.960003;827355068.17;1395725067.57;521990588.34;618591621.94;4972335033.93;3810959631.27;4399353974.23;2197014213.91;547490275.85;0.0;69601046.53;175237398.17;2163687860.02
SANTA MARIA MADALENA;RJ;2019;59765019.32;0.0;1963164.640000008;2638188.62;9949044.17;1064694.02;1408595.52;4032037.54;15359192.93;14911878.76;3853303.52;15266.75;1076843.72;1613946.58;1878862.55;0.0
SANTO ANTONIO DE PADUA;RJ;2019;129697457.69;5490388.62;6527257.699999988;4776499.23;16704061.6;1334278.85;3780455.46;10019250.71;34097788.46;31423064.51;24202890.84;0.0;2318578.05;3720.9;0.0;0.0
SAO FRANCISCO DE ITABAPOANA;RJ;2019;134060531.76;0.0;3710550.9600000083;5447382.46;38766926.55;83900.0;1140509.7;0.0;27599133.35;47839544.96;6566982.89;379212.19;227408.53;0.0;2298980.17;0.0
SAO FIDELIS;RJ;2019;112778499.03;3138719.3;6270243.629999995;4400037.36;13903130.6;0.0;4872744.15;12201864.98;28430045.67;27010397.3;13394413.5;0.0;1048733.5;0.0;0.0;4385607.64
SAO GONCALO;RJ;2019;1098592698.19;105577329.07;127768857.82999992;23689499.01;129809240.47;112754.24;16333121.02;136445041.41;348102361.07;250667545.61;128247511.32;0.0;0.0;55462.8;594065.54;42344566.94
SAO JOAO DA BARRA;RJ;2019;369894792.66;15765109.04;63071306.839999974;9711604.71;87175624.73;6229724.62;13772958.28;3941889.84;114650101.97;69088751.1;6629170.71;489920.11;1952953.16;8945895.63;0.0;0.0
SAO JOAO DE MERITI;RJ;2019;556196649.75;0.0;1444533.6200000048;16969747.76;126358062.33;4168556.36;3088741.57;53084636.69;173447000.14;106024340.2;42926306.59;12860152.5;0.0;0.0;0.0;15824571.99
SAO JOSE DE UBA;RJ;2019;39845120.3;1732798.18;2790708.109999992;1966968.82;11006356.4;106000.0;1421782.43;968847.08;11202784.1;7697384.92;2322454.51;0.0;644818.81;0.0;1370792.71;79020.59
SAO JOSE DO VALE DO RIO PRETO;RJ;2019;72086657.53;0.0;4774295.75;2404442.22;14284323.83;215109.46;947772.61;2034709.88;21870508.39;22630343.8;21901.07;0.0;633037.01;428369.41;1841844.1;0.0
SAO PEDRO DA ALDEIA;RJ;2019;249252596.61;0.0;8638502.439999998;7644496.47;42233911.22;470556.54;5383726.43;22210484.12;49337053.74;82082709.3;17401563.16;467613.99;45103.93;667038.75;0.0;12669836.52
SAO SEBASTIAO DO ALTO;RJ;2019;56872921.72;349146.31;2608475.9899999946;2111088.68;9637292.59;0.0;2274042.4;7494101.77;14525022.64;9634370.89;5487003.77;0.0;1252699.35;1003282.0;521514.39;673173.56
SAPUCAIA;RJ;2019;71043223.0;6684961.2;9321912.37000002;4059704.72;18405308.88;16244.87;1861709.65;10184264.81;15055681.57;15817133.89;1967124.08;22687.22;42830.52;114832.8;0.0;858748.82
SAQUAREMA;RJ;2019;356837508.27;9254652.6;12096267.74999994;9366856.09;58296276.89;1264504.06;6955070.06;18966512.06;93320787.34;101873074.01;47862903.39;0.0;2223447.3;3047875.88;0.0;10818586.04
SEROPEDICA;RJ;2019;179524722.23;0.0;2321118.580000013;9382771.97;30446574.68;1915892.53;1795401.58;12067455.39;31845509.4;85023360.77;4147608.94;0.0;6310.0;0.0;572718.39;0.0
SILVA JARDIM;RJ;2019;109548943.56;112592.88;1804749.2799999863;4339034.71;22226132.71;0.0;1350423.09;12093653.34;29920269.44;29713683.64;4365435.53;0.0;292610.0;540823.55;1559912.93;1454808.22
SUMIDOURO;RJ;2019;64487242.78;3135669.18;3940884.090000011;2560959.61;7377231.96;252537.13;1996503.26;6866460.12;20087462.16;15513146.81;7330376.48;0.0;973423.3;0.0;723927.04;0.0
TANGUA;RJ;2019;87852597.54;0.0;1125036.5600000173;3459588.36;19484677.97;0.0;1771029.74;0.0;25011075.17;29788683.79;3752965.59;1378326.94;758280.35;49900.0;8.95;1273024.12
TERESOPOLIS;RJ;2019;504838341.6;18077744.82;23163112.00999999;14540707.59;23793909.17;8160489.71;10352838.69;92253406.4;167978284.83;129453277.92;27158218.32;0.0;2322216.25;1103659.59;0.0;22635965.94
TRAJANO DE MORAES;RJ;2019;56957062.93;3813236.26;7775961.619999997;2171192.79;6422499.45;1230964.03;0.0;6895576.66;14246125.26;12220541.16;6153314.17;0.0;873724.06;999363.83;1024704.89;756331.27
TRES RIOS;RJ;2019;263790857.29;0.0;4834878.050000012;10895035.77;49101837.14;189067.73;1370660.69;0.0;78734718.97;74690380.7;11511851.46;32462426.78;0.0;0.0;0.0;0.0
VALENCA;RJ;2019;197966038.95;9590616.47;10347479.280000001;1502901.0;42169163.1;16749.8;4551755.25;13510066.87;60945747.69;50132374.61;16943679.39;4609.38;72554.87;258981.04;0.0;7100593.14
VARRE-SAI;RJ;2019;44905380.92;4892215.2;5103487.289999999;1844254.13;13992857.61;11630.73;533237.43;5834519.57;8991573.07;10472417.46;717444.48;0.0;589062.45;713417.0;622153.6;371541.3
VASSOURAS;RJ;2019;165524255.33;7803985.69;12934284.340000033;1170000.0;35737998.93;0.0;3799580.4;11902183.6;69673120.38;25205530.22;8408198.75;0.0;9700.0;29527.5;3103006.28;1355110.62
VOLTA REDONDA;RJ;2019;867800320.41;0.0;17188224.420000076;31417323.69;145485648.54;6560358.36;19160554.13;58331959.79;238453480.22;230332467.87;3170779.67;79203079.92;0.0;0.0;1092484.14;37403959.66
ANGRA DOS REIS;RJ;2020;1066942322.23;31580714.64;50411351.640000105;35872952.66;194108216.56;309721.54;12511922.62;111156411.19;395111917.01;140136146.4;132632148.09;5929633.6;329708.15;1256677.26;8703537.0;10052693.15
APERIBE;RJ;2020;54203838.46;23996.87;2812691.700000003;2160837.42;16570334.24;11068.14;1249580.28;4984441.35;16715142.79;8268003.54;1148495.79;0.0;213674.47;0.0;93565.61;0.0
ARARUAMA;RJ;2020;455073494.82;26361080.73;27902208.98000002;11262248.63;52219655.15;228260.79;10486088.59;40410117.24;116698776.32;130336821.99;69649603.85;0.0;1207492.62;1284859.97;3931295.44;15817145.98
